year,month,day,electiontype,office,num candidates,percent winner won with
2020,6,2,primary,County Committeeman TRAFFORD,1,1.0
2020,6,2,primary,County Committeeman TURTLE CREEK WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeeman TURTLE CREEK WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeeman TURTLE CREEK WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeeman TURTLE CREEK WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeeman TURTLE CREEK WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeeman TURTLE CREEK WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 1 DIST 2,2,0.992
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 1 DIST 3,2,0.9927536231884058
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 2 DIST 4,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 3 DIST 2,2,0.689922480620155
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 4 DIST 4,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeeman UP ST CLAIR WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeeman VERONA DIST 1,1,1.0
2020,6,2,primary,County Committeeman VERONA DIST 2,1,1.0
2020,6,2,primary,County Committeeman VERONA DIST 3,1,1.0
2020,6,2,primary,County Committeeman VERSAILLES DIST 1,1,1.0
2020,6,2,primary,County Committeeman VERSAILLES DIST 2,1,1.0
2020,6,2,primary,County Committeeman WALL,1,1.0
2020,6,2,primary,County Committeeman WEST DEER DIST 1,1,1.0
2020,6,2,primary,County Committeeman WEST DEER DIST 2,1,1.0
2020,6,2,primary,County Committeeman WEST DEER DIST 3,1,1.0
2020,6,2,primary,County Committeeman WEST DEER DIST 4,1,1.0
2020,6,2,primary,County Committeeman WEST DEER DIST 5,2,0.9908256880733946
2020,6,2,primary,County Committeeman WEST DEER DIST 6,2,0.9795918367346939
2020,6,2,primary,County Committeeman WEST DEER DIST 7,1,1.0
2020,6,2,primary,County Committeeman WEST DEER DIST 8,1,1.0
2020,6,2,primary,County Committeeman W ELIZABETH,1,1.0
2020,6,2,primary,County Committeeman W HOMESTEAD DIST 2,1,1.0
2020,6,2,primary,County Committeeman W HOMESTEAD DIST 3,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 1,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 2,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 3,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 5,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 6,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 7,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 8,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 9,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 10,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 11,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 12,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 13,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 14,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 15,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 16,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 17,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 18,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 19,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 20,1,1.0
2020,6,2,primary,County Committeeman WEST MIFFLIN DIST 21,1,1.0
2020,6,2,primary,County Committeeman WEST VIEW DIST 1,1,1.0
2020,6,2,primary,County Committeeman WEST VIEW DIST 2,1,1.0
2020,6,2,primary,County Committeeman WEST VIEW DIST 3,1,1.0
2020,6,2,primary,County Committeeman WEST VIEW DIST 4,1,1.0
2020,6,2,primary,County Committeeman WEST VIEW DIST 5,1,1.0
2020,6,2,primary,County Committeeman WEST VIEW DIST 6,1,1.0
2020,6,2,primary,County Committeeman WEST VIEW DIST 7,1,1.0
2020,6,2,primary,County Committeeman WHITAKER DIST 1,1,1.0
2020,6,2,primary,County Committeeman WHITAKER DIST 2,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 1,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 2,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 3,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 4,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 5,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 6,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 7,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 8,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 9,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 10,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 11,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 12,2,0.9864864864864865
2020,6,2,primary,County Committeeman WHITEHALL DIST 13,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 14,1,1.0
2020,6,2,primary,County Committeeman WHITEHALL DIST 15,2,0.9923076923076923
2020,6,2,primary,County Committeeman WHITEHALL DIST 16,1,1.0
2020,6,2,primary,County Committeeman WHITE OAK DIST 1,2,0.9743589743589743
2020,6,2,primary,County Committeeman WHITE OAK DIST 2,1,1.0
2020,6,2,primary,County Committeeman WHITE OAK DIST 3,1,1.0
2020,6,2,primary,County Committeeman WHITE OAK DIST 4,2,0.9777777777777777
2020,6,2,primary,County Committeeman WHITE OAK DIST 5,2,0.9743589743589743
2020,6,2,primary,County Committeeman WHITE OAK DIST 6,2,0.9873417721518988
2020,6,2,primary,County Committeeman WHITE OAK DIST 7,2,0.9776536312849162
2020,6,2,primary,County Committeeman WILKINS WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeeman WILKINS WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeeman WILKINS WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeeman WILKINS WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeeman WILKINS WARD 1 DIST 5,1,1.0
2020,6,2,primary,County Committeeman WILKINS WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeeman WILKINS WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeeman WILKINSBURG WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeeman WILKINSBURG WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeeman WILKINSBURG WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeeman WILKINSBURG WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeeman WILKINSBURG WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeeman WILKINSBURG WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeeman WILKINSBURG WARD 2 DIST 5,1,1.0
2020,6,2,primary,County Committeeman WILKINSBURG WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeeman WILKINSBURG WARD 3 DIST 4,1,1.0
2020,6,2,primary,County Committeeman WILKINSBURG WARD 3 DIST 6,1,1.0
2020,6,2,primary,County Committeeman WILMERDING DIST 1,1,1.0
2020,6,2,primary,County Committeeman WILMERDING DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ALEPPO,1,1.0
2020,6,2,primary,County Committeewoman ASPINWALL DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ASPINWALL DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ASPINWALL DIST 3,1,1.0
2020,6,2,primary,County Committeewoman AVALON WARD 1,1,1.0
2020,6,2,primary,County Committeewoman AVALON WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman AVALON WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman AVALON WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman AVALON WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman AVALON WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 4,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 5,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 6,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 7,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 8,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 9,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 10,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 11,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 12,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 13,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 14,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 15,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 16,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 17,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN BR DIST 18,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN TP DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BALDWIN TP DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BELL ACRES,2,0.9953271028037384
2020,6,2,primary,County Committeewoman BELLEVUE WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BELLEVUE WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BELLEVUE WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BELLEVUE WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BELLEVUE WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BELLEVUE WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BEN AVON DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BEN AVON DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BEN AVON HT,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 2 DIST 1,2,0.9932885906040269
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 3 DIST 1,2,0.9791666666666666
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 3 DIST 2,2,0.9933774834437086
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 6 DIST 2,2,0.9848484848484849
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 6 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 7 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 7 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 7 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 8 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 8 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 8 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 8 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 9 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 9 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BETHEL PARK WARD 9 DIST 3,2,0.9856459330143541
2020,6,2,primary,County Committeewoman BLAWNOX,1,1.0
2020,6,2,primary,County Committeewoman BRACKENRIDGE WARD 1,1,1.0
2020,6,2,primary,County Committeewoman BRACKENRIDGE WARD 2,1,1.0
2020,6,2,primary,County Committeewoman BRACKENRIDGE WARD 3,1,1.0
2020,6,2,primary,County Committeewoman BRADDOCK WARD 1,1,1.0
2020,6,2,primary,County Committeewoman BRADDOCK HL DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BRADDOCK HL DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BRADFORD WOODS,2,0.9768518518518519
2020,6,2,primary,County Committeewoman BRENTWOOD DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BRENTWOOD DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BRENTWOOD DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BRENTWOOD DIST 4,1,1.0
2020,6,2,primary,County Committeewoman BRENTWOOD DIST 5,1,1.0
2020,6,2,primary,County Committeewoman BRENTWOOD DIST 6,1,1.0
2020,6,2,primary,County Committeewoman BRENTWOOD DIST 7,1,1.0
2020,6,2,primary,County Committeewoman BRENTWOOD DIST 8,1,1.0
2020,6,2,primary,County Committeewoman BRENTWOOD DIST 9,1,1.0
2020,6,2,primary,County Committeewoman BRENTWOOD DIST 10,1,1.0
2020,6,2,primary,County Committeewoman BRIDGEVILLE DIST 1,1,1.0
2020,6,2,primary,County Committeewoman BRIDGEVILLE DIST 2,1,1.0
2020,6,2,primary,County Committeewoman BRIDGEVILLE DIST 3,1,1.0
2020,6,2,primary,County Committeewoman BRIDGEVILLE DIST 4,1,1.0
2020,6,2,primary,County Committeewoman CARNEGIE WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CARNEGIE WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CARNEGIE WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman CARNEGIE WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman CARNEGIE WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CARNEGIE WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CARNEGIE WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman CARNEGIE WARD 2 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman CASL SHANNON DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CASL SHANNON DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CASL SHANNON DIST 3,1,1.0
2020,6,2,primary,County Committeewoman CASL SHANNON DIST 4,1,1.0
2020,6,2,primary,County Committeewoman CASL SHANNON DIST 5,1,1.0
2020,6,2,primary,County Committeewoman CASL SHANNON DIST 6,1,1.0
2020,6,2,primary,County Committeewoman CASL SHANNON DIST 7,1,1.0
2020,6,2,primary,County Committeewoman CASL SHANNON DIST 8,1,1.0
2020,6,2,primary,County Committeewoman CHALFANT DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CHESWICK DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CHESWICK DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CHURCHILL DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CHURCHILL DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CHURCHILL DIST 3,1,1.0
2020,6,2,primary,County Committeewoman CHURCHILL DIST 4,1,1.0
2020,6,2,primary,County Committeewoman CLAIRTON WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CLAIRTON WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CLAIRTON WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman CLAIRTON WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CLAIRTON WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CLAIRTON WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CLAIRTON WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman CLAIRTON WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CLAIRTON WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CLAIRTON WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman COLLIER DIST 1,1,1.0
2020,6,2,primary,County Committeewoman COLLIER DIST 2,2,0.9869281045751634
2020,6,2,primary,County Committeewoman COLLIER DIST 3,1,1.0
2020,6,2,primary,County Committeewoman COLLIER DIST 4,1,1.0
2020,6,2,primary,County Committeewoman COLLIER DIST 5,1,1.0
2020,6,2,primary,County Committeewoman COLLIER DIST 6,2,0.99
2020,6,2,primary,County Committeewoman CORAOPOLIS WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CORAOPOLIS WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CORAOPOLIS WARD 2,1,1.0
2020,6,2,primary,County Committeewoman CORAOPOLIS WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CORAOPOLIS WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CORAOPOLIS WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CRAFTON WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CRAFTON WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CRAFTON WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CRAFTON WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CRAFTON WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman CRAFTON WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman CRESCENT WARD 1,1,1.0
2020,6,2,primary,County Committeewoman CRESCENT WARD 2,1,1.0
2020,6,2,primary,County Committeewoman DORMONT DIST 1,1,1.0
2020,6,2,primary,County Committeewoman DORMONT DIST 2,1,1.0
2020,6,2,primary,County Committeewoman DORMONT DIST 3,1,1.0
2020,6,2,primary,County Committeewoman DORMONT DIST 4,1,1.0
2020,6,2,primary,County Committeewoman DORMONT DIST 5,1,1.0
2020,6,2,primary,County Committeewoman DORMONT DIST 6,1,1.0
2020,6,2,primary,County Committeewoman DORMONT DIST 7,1,1.0
2020,6,2,primary,County Committeewoman DORMONT DIST 8,1,1.0
2020,6,2,primary,County Committeewoman DORMONT DIST 9,1,1.0
2020,6,2,primary,County Committeewoman DORMONT DIST 10,1,1.0
2020,6,2,primary,County Committeewoman DRAVOSBURG DIST 1,1,1.0
2020,6,2,primary,County Committeewoman DRAVOSBURG DIST 2,1,1.0
2020,6,2,primary,County Committeewoman DUQUESNE WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman DUQUESNE WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman DUQUESNE WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeewoman DUQUESNE WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman DUQUESNE WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman DUQUESNE WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman EAST DEER WARD 1,1,1.0
2020,6,2,primary,County Committeewoman EAST DEER WARD 2,1,1.0
2020,6,2,primary,County Committeewoman E MCKEESPORT DIST 1,1,1.0
2020,6,2,primary,County Committeewoman E MCKEESPORT DIST 2,1,1.0
2020,6,2,primary,County Committeewoman E MCKEESPORT DIST 3,1,1.0
2020,6,2,primary,County Committeewoman E PITTSBURGH WARD 2,1,1.0
2020,6,2,primary,County Committeewoman E PITTSBURGH WARD 3,1,1.0
2020,6,2,primary,County Committeewoman EDGEWOOD DIST 1,1,1.0
2020,6,2,primary,County Committeewoman EDGEWOOD DIST 2,1,1.0
2020,6,2,primary,County Committeewoman EDGEWOOD DIST 3,1,1.0
2020,6,2,primary,County Committeewoman EDGEWORTH DIST 1,1,1.0
2020,6,2,primary,County Committeewoman EDGEWORTH DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH BR,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 2,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 3,2,0.9939759036144579
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ELIZABETH TP WARD 7,2,0.9722222222222222
2020,6,2,primary,County Committeewoman EMSWORTH DIST 1,1,1.0
2020,6,2,primary,County Committeewoman EMSWORTH DIST 2,1,1.0
2020,6,2,primary,County Committeewoman ETNA WARD 1,1,1.0
2020,6,2,primary,County Committeewoman ETNA WARD 2,1,1.0
2020,6,2,primary,County Committeewoman ETNA WARD 3,1,1.0
2020,6,2,primary,County Committeewoman FAWN DIST 1,1,1.0
2020,6,2,primary,County Committeewoman FAWN DIST 2,1,1.0
2020,6,2,primary,County Committeewoman FINDLAY DIST 1,2,0.9906976744186047
2020,6,2,primary,County Committeewoman FINDLAY DIST 2,2,0.9728506787330317
2020,6,2,primary,County Committeewoman FINDLAY DIST 3,2,0.9893617021276596
2020,6,2,primary,County Committeewoman FOREST HILLS DIST 1,1,1.0
2020,6,2,primary,County Committeewoman FOREST HILLS DIST 2,1,1.0
2020,6,2,primary,County Committeewoman FOREST HILLS DIST 3,1,1.0
2020,6,2,primary,County Committeewoman FOREST HILLS DIST 4,1,1.0
2020,6,2,primary,County Committeewoman FOREST HILLS DIST 5,1,1.0
2020,6,2,primary,County Committeewoman FOREST HILLS DIST 6,1,1.0
2020,6,2,primary,County Committeewoman FOREST HILLS DIST 7,1,1.0
2020,6,2,primary,County Committeewoman FOREST HILLS DIST 8,1,1.0
2020,6,2,primary,County Committeewoman FORWARD DIST 1,1,1.0
2020,6,2,primary,County Committeewoman FORWARD DIST 2,1,1.0
2020,6,2,primary,County Committeewoman FORWARD DIST 3,1,1.0
2020,6,2,primary,County Committeewoman FORWARD DIST 4,1,1.0
2020,6,2,primary,County Committeewoman FOX CHAPEL DIST 1,1,1.0
2020,6,2,primary,County Committeewoman FOX CHAPEL DIST 2,1,1.0
2020,6,2,primary,County Committeewoman FOX CHAPEL DIST 3,1,1.0
2020,6,2,primary,County Committeewoman FOX CHAPEL DIST 4,1,1.0
2020,6,2,primary,County Committeewoman FOX CHAPEL DIST 5,1,1.0
2020,6,2,primary,County Committeewoman FRANKLIN PK WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman FRANKLIN PK WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman FRANKLIN PK WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman FRANKLIN PK WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeewoman FRANKLIN PK WARD 2 DIST 2,2,0.9849246231155779
2020,6,2,primary,County Committeewoman FRANKLIN PK WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman FRANKLIN PK WARD 3 DIST 1,2,0.9871794871794872
2020,6,2,primary,County Committeewoman FRANKLIN PK WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeewoman FRANKLIN PK WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeewoman FRAZER,1,1.0
2020,6,2,primary,County Committeewoman GLASSPORT DIST 1,1,1.0
2020,6,2,primary,County Committeewoman GLASSPORT DIST 2,1,1.0
2020,6,2,primary,County Committeewoman GLASSPORT DIST 3,1,1.0
2020,6,2,primary,County Committeewoman GLASSPORT DIST 4,1,1.0
2020,6,2,primary,County Committeewoman GLASSPORT DIST 5,1,1.0
2020,6,2,primary,County Committeewoman GLASSPORT DIST 6,1,1.0
2020,6,2,primary,County Committeewoman GLENFIELD,1,1.0
2020,6,2,primary,County Committeewoman GREEN TREE DIST 1,1,1.0
2020,6,2,primary,County Committeewoman GREEN TREE DIST 2,1,1.0
2020,6,2,primary,County Committeewoman GREEN TREE DIST 3,1,1.0
2020,6,2,primary,County Committeewoman GREEN TREE DIST 4,1,1.0
2020,6,2,primary,County Committeewoman HAMPTON DIST 1,2,0.9940828402366864
2020,6,2,primary,County Committeewoman HAMPTON DIST 2,2,0.9824561403508771
2020,6,2,primary,County Committeewoman HAMPTON DIST 3,1,1.0
2020,6,2,primary,County Committeewoman HAMPTON DIST 4,1,1.0
2020,6,2,primary,County Committeewoman HAMPTON DIST 5,1,1.0
2020,6,2,primary,County Committeewoman HAMPTON DIST 6,1,1.0
2020,6,2,primary,County Committeewoman HAMPTON DIST 7,1,1.0
2020,6,2,primary,County Committeewoman HAMPTON DIST 8,1,1.0
2020,6,2,primary,County Committeewoman HAMPTON DIST 9,2,0.9945652173913043
2020,6,2,primary,County Committeewoman HAMPTON DIST 10,1,1.0
2020,6,2,primary,County Committeewoman HAMPTON DIST 11,2,0.9957446808510638
2020,6,2,primary,County Committeewoman HAMPTON DIST 12,1,1.0
2020,6,2,primary,County Committeewoman HAMPTON DIST 13,1,1.0
2020,6,2,primary,County Committeewoman HARMAR DIST 1,1,1.0
2020,6,2,primary,County Committeewoman HARMAR DIST 2,1,1.0
2020,6,2,primary,County Committeewoman HARMAR DIST 3,1,1.0
